,0
SMP,7.010749682678785e-06
WMP,0.04665553498367654
WPC,0.025204486629986506
Stab_a,-2.1889868372946078e-17
Stab_b,0.0017767308423654513
Cocoa_a,8.701097578580447e-18
Cocoa_b,8.102873453099395e-18
Sugar,0.0
Minor,0.0016796417252963173
