,0
SMP,0.005541931025560665
WMP,0.049951781650699634
WPC,0.024055811362354435
Stab_a,-2.3951993054902496e-17
Stab_b,0.0017767308423654498
Cocoa_a,9.375868269386853e-18
Cocoa_b,9.249217889525345e-18
Sugar,0.0
Minor,0.0016796417252963173
